,age,portion,item,risk,why,term,bearing,types,profit_exp,conf,res_1,res_2,tf1,tf2,tf3,tf4,stock_type,risk_level
236,46-65,21-40%,10-20k,over 30%,3. As a part of experience :),Long (More than 3 years),3,"['Leverage', 'ETF', 'Individual Stocks', 'Fund']",>80%,7,"3. Take out 50%, and wait before the rebound",1. Sell everything and gain profit,Long term,Don't know,False,False,"['Semiconductors', 'Franchise', 'Real Estate', 'Cloud Computing']",medium
237,18-22,61-80%,10-20k,10-20%,2. Only source of profit,Long (More than 3 years),9,"['Leverage', 'ETF', 'Fund', 'Individual Stocks']",40-80%,1,"4. Volatility is inevitable, so only sell the weak assets",1. Sell everything and gain profit,Long term,True,True,False,"['Airline', 'Entertainment', 'Franchise', 'Energy & Resources']",high
238,>65,0-20%,40-80k,20-30%,1. Stock as a part of portfolio,Short Term (within 3 months),5,"['ETF', 'Individual Stocks']",0-10%,7,"4. Volatility is inevitable, so only sell the weak assets","4. Volatility is inevitable, so only sell the least increased assets",Short term,Don't know,False,True,"['Franchise', 'Airline']",medium
239,>65,61-80%,20-40k,5-10%,3. As a part of experience :),Long (More than 3 years),3,['Individual Stocks'],20-40%,5,"3. Take out 50%, and wait before the rebound","4. Volatility is inevitable, so only sell the least increased assets",Don't know,False,False,False,"['Franchise', 'Traveling', 'BlockChain', 'Real Estate', 'Semiconductors', 'Telecommunication', 'Entertainment', 'Airline', 'Energy & Resources', 'Cloud Computing', 'Retail']",low
240,18-22,0-20%,40-80k,0-5%,2. Only source of profit,Regular (6month~1 year),7,"['Fund', 'Leverage']",>80%,2,5. Remain calm and keep the portfolio as is,"3. Take out 50%, and wait for further growth",Long term,Don't know,Don't know,True,"['Social Media', 'BlockChain', 'Real Estate', 'Airline', 'Energy & Resources', 'Cloud Computing', 'Telecommunication', 'Semiconductors', 'Retail', 'Franchise', 'Traveling', 'Entertainment']",medium
241,18-22,0-20%,10-20k,over 30%,1. Stock as a part of portfolio,Very short (1 month),6,"['Fund', 'Individual Stocks', 'ETF', 'Leverage']",40-80%,6,5. Remain calm and keep the portfolio as is,1. Sell everything and gain profit,Don't know,True,True,True,"['Franchise', 'Semiconductors', 'Airline', 'Traveling', 'Retail', 'Social Media']",high
242,23-30,81-100%,10-20k,over 30%,1. Stock as a part of portfolio,Regular (6month~1 year),6,"['Individual Stocks', 'ETF']",>80%,6,5. Remain calm and keep the portfolio as is,2. Sell majority of stock and take some time before re-enter,Long term,False,True,Don't know,"['Energy & Resources', 'Entertainment', 'BlockChain']",medium
243,23-30,0-20%,10-20k,10-20%,2. Only source of profit,Quite Long (1~3 year),5,"['ETF', 'Leverage']",0-10%,5,1. Sell everything and give up,5. Keep the portfolio as is,Short term,True,True,Don't know,"['Real Estate', 'Retail', 'Cloud Computing', 'Luxury goods']",medium
244,18-22,0-20%,40-80k,20-30%,1. Stock as a part of portfolio,Very short (1 month),8,"['ETF', 'Fund', 'Individual Stocks']",10-20%,2,5. Remain calm and keep the portfolio as is,5. Keep the portfolio as is,Short term,False,Don't know,True,"['Semiconductors', 'Retail', 'Traveling', 'Luxury goods', 'Cloud Computing', 'Social Media', 'Telecommunication', 'Entertainment', 'Franchise', 'BlockChain', 'Real Estate']",medium
245,23-30,0-20%,10-20k,0-5%,3. As a part of experience :),Quite Long (1~3 year),4,"['Leverage', 'Fund']",>80%,2,1. Sell everything and give up,"4. Volatility is inevitable, so only sell the least increased assets",Short term,Don't know,True,True,"['Retail', 'Energy & Resources', 'Telecommunication', 'Airline', 'BlockChain', 'Cloud Computing', 'Semiconductors', 'Real Estate', 'Franchise', 'Luxury goods']",medium
246,23-30,61-80%,40-80k,0-5%,3. As a part of experience :),Short Term (within 3 months),5,"['Individual Stocks', 'ETF']",>80%,1,"4. Volatility is inevitable, so only sell the weak assets",2. Sell majority of stock and take some time before re-enter,Long term,Don't know,False,True,"['Airline', 'Franchise', 'Entertainment', 'Social Media', 'Cloud Computing', 'Retail', 'Telecommunication', 'Semiconductors', 'Energy & Resources', 'Luxury goods', 'Real Estate']",low
247,31-45,0-20%,40-80k,5-10%,1. Stock as a part of portfolio,Long (More than 3 years),4,"['Fund', 'Leverage']",>80%,9,1. Sell everything and give up,5. Keep the portfolio as is,Short term,False,Don't know,False,"['Telecommunication', 'Energy & Resources', 'Entertainment', 'Luxury goods', 'Social Media', 'Real Estate', 'Franchise', 'BlockChain', 'Airline', 'Semiconductors']",medium
248,31-45,61-80%,40-80k,over 30%,1. Stock as a part of portfolio,Long (More than 3 years),8,"['Individual Stocks', 'ETF']",>80%,3,2. Sell majority of stock and take some time before re-enter,"3. Take out 50%, and wait for further growth",Short term,True,Don't know,True,"['BlockChain', 'Retail', 'Social Media', 'Airline', 'Energy & Resources', 'Traveling', 'Luxury goods', 'Semiconductors']",medium
249,31-45,41-60%,0-10k,20-30%,2. Only source of profit,Regular (6month~1 year),9,['Leverage'],>80%,5,1. Sell everything and give up,5. Keep the portfolio as is,Short term,False,False,Don't know,"['Cloud Computing', 'BlockChain', 'Real Estate', 'Telecommunication', 'Franchise', 'Energy & Resources', 'Semiconductors', 'Luxury goods']",medium
250,18-22,21-40%,40-80k,0-5%,2. Only source of profit,Long (More than 3 years),7,"['Leverage', 'ETF']",>80%,5,5. Remain calm and keep the portfolio as is,"3. Take out 50%, and wait for further growth",Don't know,False,True,False,"['Real Estate', 'Energy & Resources', 'Entertainment', 'Social Media', 'Semiconductors', 'Airline', 'Telecommunication', 'Cloud Computing', 'Retail']",medium
251,31-45,81-100%,>80k,10-20%,3. As a part of experience :),Long (More than 3 years),7,"['ETF', 'Leverage', 'Fund', 'Individual Stocks']",20-40%,4,"3. Take out 50%, and wait before the rebound",5. Keep the portfolio as is,Long term,True,True,Don't know,"['Social Media', 'Luxury goods', 'Telecommunication', 'Real Estate', 'Airline', 'Entertainment']",medium
252,23-30,41-60%,10-20k,20-30%,3. As a part of experience :),Short Term (within 3 months),6,"['Individual Stocks', 'ETF']",>80%,2,5. Remain calm and keep the portfolio as is,"4. Volatility is inevitable, so only sell the least increased assets",Long term,Don't know,Don't know,True,"['Semiconductors', 'Telecommunication', 'Franchise', 'Traveling', 'Luxury goods', 'Energy & Resources', 'Airline', 'Retail']",medium
253,18-22,41-60%,>80k,10-20%,1. Stock as a part of portfolio,Quite Long (1~3 year),6,['Leverage'],10-20%,8,"4. Volatility is inevitable, so only sell the weak assets",1. Sell everything and gain profit,Short term,False,Don't know,True,"['Social Media', 'Luxury goods', 'Telecommunication', 'Franchise', 'BlockChain', 'Real Estate', 'Cloud Computing', 'Semiconductors']",low
254,18-22,21-40%,>80k,10-20%,2. Only source of profit,Short Term (within 3 months),6,"['Leverage', 'Fund', 'ETF', 'Individual Stocks']",40-80%,10,5. Remain calm and keep the portfolio as is,2. Sell majority of stock and take some time before re-enter,Long term,True,True,False,"['Airline', 'BlockChain', 'Traveling', 'Social Media', 'Entertainment', 'Cloud Computing']",high
255,46-65,0-20%,40-80k,5-10%,2. Only source of profit,Very short (1 month),2,['Leverage'],0-10%,7,5. Remain calm and keep the portfolio as is,5. Keep the portfolio as is,Long term,True,False,False,"['Franchise', 'Social Media', 'Entertainment', 'Luxury goods', 'Telecommunication', 'Retail', 'BlockChain', 'Energy & Resources', 'Traveling', 'Real Estate']",medium
256,18-22,21-40%,10-20k,0-5%,2. Only source of profit,Regular (6month~1 year),6,"['Fund', 'Individual Stocks', 'Leverage', 'ETF']",10-20%,10,"3. Take out 50%, and wait before the rebound","4. Volatility is inevitable, so only sell the least increased assets",Short term,True,Don't know,True,"['Luxury goods', 'BlockChain', 'Social Media', 'Telecommunication', 'Traveling', 'Retail', 'Energy & Resources', 'Franchise']",high
257,46-65,0-20%,0-10k,over 30%,1. Stock as a part of portfolio,Regular (6month~1 year),10,"['Leverage', 'Individual Stocks']",10-20%,9,1. Sell everything and give up,2. Sell majority of stock and take some time before re-enter,Short term,Don't know,False,False,"['Telecommunication', 'Franchise', 'Energy & Resources', 'Semiconductors', 'Luxury goods', 'Real Estate', 'Entertainment', 'Social Media', 'Airline', 'Cloud Computing', 'Retail']",medium
258,18-22,0-20%,10-20k,over 30%,3. As a part of experience :),Regular (6month~1 year),9,['Fund'],10-20%,8,2. Sell majority of stock and take some time before re-enter,1. Sell everything and gain profit,Don't know,False,False,Don't know,"['Real Estate', 'BlockChain', 'Cloud Computing', 'Luxury goods', 'Retail']",low
259,31-45,41-60%,20-40k,10-20%,2. Only source of profit,Regular (6month~1 year),2,"['Leverage', 'Fund', 'ETF', 'Individual Stocks']",20-40%,4,"4. Volatility is inevitable, so only sell the weak assets","4. Volatility is inevitable, so only sell the least increased assets",Long term,False,True,False,"['Cloud Computing', 'Airline', 'Social Media', 'Semiconductors', 'BlockChain', 'Luxury goods', 'Franchise', 'Traveling', 'Entertainment', 'Energy & Resources', 'Real Estate', 'Retail']",medium
260,23-30,61-80%,0-10k,10-20%,2. Only source of profit,Regular (6month~1 year),4,"['Leverage', 'Fund']",40-80%,3,1. Sell everything and give up,1. Sell everything and gain profit,Long term,True,False,Don't know,"['Telecommunication', 'Semiconductors', 'Social Media', 'Entertainment', 'Traveling', 'Retail', 'Real Estate', 'Airline', 'BlockChain', 'Energy & Resources', 'Cloud Computing']",medium
261,46-65,41-60%,20-40k,over 30%,3. As a part of experience :),Regular (6month~1 year),4,"['Leverage', 'Individual Stocks', 'ETF', 'Fund']",20-40%,10,1. Sell everything and give up,"3. Take out 50%, and wait for further growth",Don't know,Don't know,Don't know,False,"['Entertainment', 'Luxury goods', 'Airline', 'Telecommunication', 'Semiconductors', 'Social Media', 'Real Estate', 'Retail', 'Franchise', 'Cloud Computing', 'BlockChain', 'Traveling', 'Energy & Resources']",medium
262,>65,81-100%,0-10k,5-10%,3. As a part of experience :),Short Term (within 3 months),7,"['ETF', 'Individual Stocks']",20-40%,6,2. Sell majority of stock and take some time before re-enter,2. Sell majority of stock and take some time before re-enter,Don't know,False,Don't know,True,"['Real Estate', 'Social Media', 'Retail', 'Traveling', 'Cloud Computing', 'Telecommunication']",medium
263,46-65,21-40%,0-10k,over 30%,3. As a part of experience :),Quite Long (1~3 year),9,"['Leverage', 'Fund', 'Individual Stocks']",10-20%,2,"3. Take out 50%, and wait before the rebound",2. Sell majority of stock and take some time before re-enter,Don't know,False,False,False,"['Real Estate', 'Airline', 'Telecommunication']",medium
264,23-30,61-80%,10-20k,5-10%,2. Only source of profit,Long (More than 3 years),3,['Fund'],40-80%,6,1. Sell everything and give up,"3. Take out 50%, and wait for further growth",Long term,True,True,True,['Traveling'],medium
265,31-45,41-60%,>80k,over 30%,2. Only source of profit,Very short (1 month),7,"['Fund', 'ETF', 'Leverage', 'Individual Stocks']",10-20%,1,1. Sell everything and give up,1. Sell everything and gain profit,Short term,True,True,Don't know,['Semiconductors'],high
266,31-45,61-80%,40-80k,5-10%,1. Stock as a part of portfolio,Quite Long (1~3 year),10,"['Leverage', 'Fund', 'ETF', 'Individual Stocks']",10-20%,8,5. Remain calm and keep the portfolio as is,5. Keep the portfolio as is,Long term,True,Don't know,True,"['Social Media', 'Traveling', 'Luxury goods']",medium
267,>65,0-20%,10-20k,over 30%,3. As a part of experience :),Long (More than 3 years),5,"['Individual Stocks', 'Leverage', 'Fund', 'ETF']",20-40%,6,"3. Take out 50%, and wait before the rebound",5. Keep the portfolio as is,Don't know,False,False,True,"['Telecommunication', 'Airline', 'Traveling', 'Real Estate', 'Social Media', 'Semiconductors', 'BlockChain', 'Cloud Computing', 'Energy & Resources', 'Retail']",medium
268,46-65,21-40%,10-20k,over 30%,2. Only source of profit,Quite Long (1~3 year),2,"['Leverage', 'Individual Stocks', 'ETF', 'Fund']",10-20%,7,5. Remain calm and keep the portfolio as is,5. Keep the portfolio as is,Don't know,False,Don't know,Don't know,"['Energy & Resources', 'Cloud Computing', 'Retail', 'Semiconductors', 'BlockChain', 'Luxury goods', 'Entertainment', 'Social Media', 'Traveling', 'Franchise', 'Telecommunication', 'Airline', 'Real Estate']",high
269,23-30,81-100%,0-10k,over 30%,1. Stock as a part of portfolio,Long (More than 3 years),6,"['Fund', 'Individual Stocks', 'Leverage']",20-40%,10,1. Sell everything and give up,2. Sell majority of stock and take some time before re-enter,Don't know,False,Don't know,False,"['Luxury goods', 'Semiconductors', 'Retail']",medium
270,46-65,21-40%,20-40k,5-10%,3. As a part of experience :),Long (More than 3 years),3,"['Individual Stocks', 'ETF', 'Leverage']",>80%,5,"3. Take out 50%, and wait before the rebound",2. Sell majority of stock and take some time before re-enter,Short term,True,True,Don't know,"['Franchise', 'Energy & Resources', 'Cloud Computing', 'Entertainment', 'Airline', 'Telecommunication', 'Retail', 'Semiconductors', 'Traveling']",medium
271,46-65,41-60%,40-80k,5-10%,1. Stock as a part of portfolio,Short Term (within 3 months),3,"['ETF', 'Fund']",0-10%,7,"3. Take out 50%, and wait before the rebound",1. Sell everything and gain profit,Short term,True,False,False,"['Social Media', 'Franchise', 'Telecommunication', 'BlockChain', 'Airline']",medium
272,23-30,0-20%,0-10k,20-30%,1. Stock as a part of portfolio,Long (More than 3 years),5,"['ETF', 'Leverage', 'Fund', 'Individual Stocks']",20-40%,10,2. Sell majority of stock and take some time before re-enter,"4. Volatility is inevitable, so only sell the least increased assets",Don't know,False,False,Don't know,"['Traveling', 'Social Media', 'Airline', 'Telecommunication', 'Luxury goods', 'Franchise', 'Retail', 'Cloud Computing', 'Energy & Resources', 'Entertainment', 'Real Estate', 'BlockChain']",medium
273,23-30,41-60%,>80k,10-20%,3. As a part of experience :),Quite Long (1~3 year),1,['Individual Stocks'],10-20%,6,5. Remain calm and keep the portfolio as is,"4. Volatility is inevitable, so only sell the least increased assets",Short term,False,True,Don't know,"['Traveling', 'Semiconductors', 'Retail', 'Real Estate', 'Energy & Resources', 'Luxury goods', 'Cloud Computing', 'Franchise', 'Telecommunication', 'Entertainment', 'BlockChain']",medium
274,23-30,81-100%,0-10k,20-30%,1. Stock as a part of portfolio,Very short (1 month),7,['Fund'],20-40%,3,5. Remain calm and keep the portfolio as is,"3. Take out 50%, and wait for further growth",Don't know,False,False,False,"['Franchise', 'Airline', 'Cloud Computing', 'Retail', 'Traveling', 'Semiconductors', 'BlockChain']",medium
275,>65,21-40%,20-40k,10-20%,1. Stock as a part of portfolio,Long (More than 3 years),3,"['Fund', 'ETF', 'Individual Stocks']",10-20%,3,"3. Take out 50%, and wait before the rebound","4. Volatility is inevitable, so only sell the least increased assets",Long term,Don't know,True,Don't know,"['Traveling', 'Entertainment', 'Energy & Resources', 'Airline']",medium
276,46-65,0-20%,>80k,over 30%,3. As a part of experience :),Long (More than 3 years),9,"['Individual Stocks', 'ETF']",20-40%,7,"4. Volatility is inevitable, so only sell the weak assets","4. Volatility is inevitable, so only sell the least increased assets",Don't know,Don't know,Don't know,False,['BlockChain'],medium
277,>65,61-80%,10-20k,5-10%,2. Only source of profit,Very short (1 month),3,"['Leverage', 'Individual Stocks']",10-20%,10,"3. Take out 50%, and wait before the rebound","4. Volatility is inevitable, so only sell the least increased assets",Long term,Don't know,True,Don't know,"['Real Estate', 'Semiconductors', 'Airline', 'Traveling', 'Cloud Computing', 'Energy & Resources', 'BlockChain', 'Retail']",high
